№ п/п,Номенклатура,,,,Персональный номер,Причина претензии,Описание дефекта,Поставщик,Ответственность за брак,Переместить на склад,Док перемещения,Склад обнаружения,Претензия,Номер отправления,,,
"418,0","Унитаз-моноблок SM9608, сиденье тонкое ДП, арматура (с гофрой и подводкой)",,,,е1062,заводской брак,метализация на ободе,Китай - Смув,Поставщик,"Склад""Уценка Ленина"" ",,Склад РВП ОСНОВНОЙ,Претензия поставщику 000002184 от 05.02.2026 13:21:16,,1,,"6657,5"
"419,0","Унитаз-моноблок SM9608, сиденье тонкое ДП, арматура (с гофрой и подводкой)",,,,е1065,заводской брак,метализация на ободе,Китай - Смув,Поставщик,"Склад""Уценка Ленина"" ",,Склад РВП ОСНОВНОЙ,Претензия поставщику 000002184 от 05.02.2026 13:21:16,,1,,"6657,5"
Акт о браке 000022492 от 28.01.2026 16:15:59,,,,,,,,,,,,,,,"9,0",,"59917,7"
"420,0","Унитаз-моноблок SM9608, сиденье тонкое ДП, арматура (с гофрой и подводкой)",,,,е1057,заводской брак,метализация на ободе,Китай - Смув,Поставщик,"Склад""Уценка Ленина"" ",,Склад РВП ОСНОВНОЙ,Претензия поставщику 000002184 от 05.02.2026 13:21:16,,1,,"6657,5"
"421,0","Унитаз-моноблок SM9608, сиденье тонкое ДП, арматура (с гофрой и подводкой)",,,,е1053,заводской брак,метализация на ободе,Китай - Смув,Поставщик,"Склад""Уценка Ленина"" ",,Склад РВП ОСНОВНОЙ,Претензия поставщику 000002184 от 05.02.2026 13:21:16,,1,,"6657,5"
"422,0","Унитаз-моноблок SM9608, сиденье тонкое ДП, арматура (с гофрой и подводкой)",,,,е1056,заводской брак,метализация на ободе,Китай - Смув,Поставщик,"Склад""Уценка Ленина"" ",,Склад РВП ОСНОВНОЙ,Претензия поставщику 000002184 от 05.02.2026 13:21:16,,1,,"6657,5"
"423,0","Унитаз-моноблок SM9608, сиденье тонкое ДП, арматура (с гофрой и подводкой)",,,,е1054,заводской брак,метализация на ободе,Китай - Смув,Поставщик,"Склад""Уценка Ленина"" ",,Склад РВП ОСНОВНОЙ,Претензия поставщику 000002184 от 05.02.2026 13:21:16,,1,,"6657,5"
"424,0","Унитаз-моноблок SM9608, сиденье тонкое ДП, арматура (с гофрой и подводкой)",,,,е1055,заводской брак,метализация на ободе,Китай - Смув,Поставщик,"Склад""Уценка Ленина"" ",,Склад РВП ОСНОВНОЙ,Претензия поставщику 000002184 от 05.02.2026 13:21:16,,1,,"6657,5"
"425,0","Унитаз-моноблок SM9608, сиденье тонкое ДП, арматура (с гофрой и подводкой)",,,,е1058,заводской брак,метализация на ободе,Китай - Смув,Поставщик,"Склад""Уценка Ленина"" ",,Склад РВП ОСНОВНОЙ,Претензия поставщику 000002184 от 05.02.2026 13:21:16,,1,,"6657,5"
"426,0","Унитаз-моноблок SM9608, сиденье тонкое ДП, арматура (с гофрой и подводкой)",,,,е1059,заводской брак,метализация на ободе,Китай - Смув,Поставщик,"Склад""Уценка Ленина"" ",,Склад РВП ОСНОВНОЙ,Претензия поставщику 000002184 от 05.02.2026 13:21:16,,1,,"6657,5"
"427,0","Унитаз-моноблок SM9608, сиденье тонкое ДП, арматура (с гофрой и подводкой)",,,,е1060,заводской брак,метализация на ободе,Китай - Смув,Поставщик,"Склад""Уценка Ленина"" ",,Склад РВП ОСНОВНОЙ,Претензия поставщику 000002184 от 05.02.2026 13:21:16,,1,,"6657,5"
"428,0","Унитаз-моноблок SM9608, сиденье тонкое ДП, арматура (с гофрой и подводкой)",,,,е1052,заводской брак,метализация на ободе,Китай - Смув,Поставщик,"Склад""Уценка Ленина"" ",,Склад РВП ОСНОВНОЙ,Претензия поставщику 000002184 от 05.02.2026 13:21:16,,1,,"6657,5"
Акт о браке 000022493 от 28.01.2026 16:16:35,,,,,,,,,,,,,,,"2,0",,"13234,7"
"429,0","Унитаз-моноблок SM9608, сиденье тонкое ДП, арматура (с гофрой и подводкой)",,,,е1071,заводской брак,метализация на ободе,Китай - Смув,Поставщик,"Склад""Уценка Ленина"" ",,Склад РВП ОСНОВНОЙ,Претензия поставщику 000002184 от 05.02.2026 13:21:16,,1,,"6657,5"
"430,0","Унитаз-моноблок SM9615 безободковый, сиденье тонкое ДП, арматура (с гофрой и подводкой)",,,,е1072,заводской брак,метализация на ободе,Китай - Смув,Поставщик,"Склад""Уценка Ленина"" ",,Склад РВП ОСНОВНОЙ,Претензия поставщику 000002184 от 05.02.2026 13:21:16,,1,,"6577,2"
Акт о браке 000022508 от 30.01.2026 10:37:38,,,,,,,,,,,,,,,"1,0",,"30405,7"
"431,0",Ванна ГМ 1505*1505*700 с насосом OLB-806 с переливом,,,,к20,заводской брак,"мелкие царапины и потертости,изменение цвета акрила,дефект поручня,уплотнитель с вкраплениями ",Китай - Олуба,Поставщик,"Склад""Уценка Ленина"" ",,Склад РВП комплектующие транзит,Претензия поставщику 000002175 от 03.02.2026 17:29:42,,1,,"30405,7"
Акт о браке 000022510 от 30.01.2026 10:39:19,,,,,,,,,,,,,,,"1,0",,"30405,7"
"432,0",Ванна ГМ 1505*1505*700 с насосом OLB-806 с переливом,,,,к21,заводской брак,"дефект литья акрилла возле поручня,экран без транспортировочной пленки после восстановления ",Китай - Олуба,Поставщик,"Склад""Уценка Ленина"" ",,Склад РВП комплектующие транзит,Претензия поставщику 000002175 от 03.02.2026 17:29:42,,1,,"30405,7"
разкомплектовали по ЗРС,,,,,,,,,,,,,,,"14,0",,"97110,4"
Акт о браке 000022252 от 13.01.2026 9:51:39,,,,,,,,,,,,,,,"1,0",,"5900,7"
"433,0","EG4B Душевое ограждение полукруг EvaGold 100х100,профиль черный матовый,прозрачное стекло",,,,Р348,//разукомплектация по ЗРС,"Боковое неподвижное стекло-2шт, Дверь",Китай - Санвей,Поставщик,Разукомплектация ДК,,Склад РВП ОСНОВНОЙ,,,1,,"5900,7"
Акт о браке 000022254 от 13.01.2026 10:14:23,,,,,,,,,,,,,,,"1,0",,"6280,0"
"434,0","EG3G Душевое ограждение квадрат EvaGold 100х100, профиль оружейная сталь, прозрачное стекло",,,,р349,//разукомплектация по ЗРС,Боковое неподвижное стекло к ДО EG3B / EG3C / EG3G 100*100 прозрачное ,Китай - Санвей,Поставщик,Разукомплектация ДК,,Склад РВП ОСНОВНОЙ,,,1,,"6280,0"
Акт о браке 000022310 от 16.01.2026 9:29:23,,,,,,,,,,,,,,,"1,0",,"7777,1"
"435,0","EG3BT Душевое ограждение квадрат EvaGold 100х100, профиль черный матовый, тонированное стекло",,,,Р350,//разукомплектация по ЗРС,Боковое неподвижное стекло к ДО EG3BT 100*100 -2шт,Китай - Санвей,Поставщик,Разукомплектация ДК,,Склад РВП ОСНОВНОЙ,,,1,,"7777,1"
Акт о браке 000022311 от 16.01.2026 9:42:26,,,,,,,,,,,,,,,"1,0",,"5606,9"
"436,0","EG3B Душевое ограждение квадрат EvaGold 90х90, профиль черный матовый, прозрачное стекло",,,,р351,//разукомплектация по ЗРС,Боковое неподвижное стекло к ДО EG3B / EG3C / EG3G 90*90 прозрачное -2шт,Китай - Санвей,Поставщик,Разукомплектация ДК,,Склад РВП ОСНОВНОЙ,,,1,,"5606,9"
Акт о браке 000022314 от 16.01.2026 10:39:04,,,,,,,,,,,,,,,"1,0",,"1815,5"
"437,0",800 Шкаф навесной (для посуды) под сушку - Дуб Бунратти,,,,д7957,//разукомплектация по ЗРС,сняли правую дверь,Ротачев С.А.,Поставщик,Склад РВП Возврат поставщику и некомплект,,Склад РВП ОСНОВНОЙ,,,1,,"1815,5"
Акт о браке 000022335 от 19.01.2026 14:42:02,,,,,,,,,,,,,,,"1,0",,"9356,2"
"438,0","EG7C Душевое ограждение квадрат EvaGold 90х90, профиль хром, прозрачное стекло",,,,р352,//разукомплектация по ЗРС,Боковое неподвижное стекло к ДО EG7C 90*90 широкое прозрачное в профиле хром,Китай - Санвей,Поставщик,Разукомплектация ДК,,Склад РВП ОСНОВНОЙ,,,1,,"9356,2"
Акт о браке 000022346 от 20.01.2026 12:34:45,,,,,,,,,,,,,,,"1,0",,"9937,6"
"439,0","EG7G Душевое ограждение квадрат EvaGold 100х100, профиль оружейная сталь, прозрачное стекло",,,,р354,//разукомплектация по ЗРС,Боковое неподвижное стекло к ДО EG7G 100*100 широкое прозрачное в профиле оружейная ,Китай - Санвей,Поставщик,Разукомплектация ДК,,Склад РВП ОСНОВНОЙ,,,1,,"9937,6"
Акт о браке 000022357 от 20.01.2026 13:44:12,,,,,,,,,,,,,,,"1,0",,"9937,6"
"440,0","EG7C Душевое ограждение квадрат EvaGold 100х100, профиль хром, прозрачное стекло",,,,р355,//разукомплектация по ЗРС,Боковое неподвижное стекло к ДО EG7C 100*100 широкое прозрачное в профиле хром,Китай - Санвей,Поставщик,Разукомплектация ДК,,Склад РВП ОСНОВНОЙ,,,1,,"9937,6"
